Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Ratio of Engagement To Post Entered in screen,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",,Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
386724564681370_4171726099514512,https://www.facebook.com/habitatmatthews/posts/4171726099514512,Habitat volunteers help build a world where everyone has a decent place to live.,Photo,,,4/20/21 12:11 PM, ,90,90,0,92,92,0,6,6.67,0,0,0,0,86,84,0,0,6,0,0,0,0,0,0,0,0,0,0
386724564681370_4168946843125771,https://www.facebook.com/habitatmatthews/posts/4168946843125771,"For immediate consideration, please visit www.greatermatthewshabitat.org and follow instructions on how to apply. Application deadline is Friday, May 7, 2021. No phone calls please.  The Construction Manager is responsible for overseeing the construction and rehabilitation of all homes constructed/rehabbed by Greater Matthews Habitat for Humanity. This is a multi-faceted position requiring great attention to detail and the ability to successfully manage multiple priorities. All projects are to be delivered on-time and within budget. This individual must be dependable and possess superior organization and time management skills. This individual must be able to perform and manage others in the performance of tasks directly related to building and rehabbing Habitat project homes, while upholding the standard of partnerships, quality, safety, and team participation. This role is in the field approximately 70% of the time with 30% being in the office handling administrative duties.",Hiring Post,,,4/19/21 12:21 PM, ,1935,164,1777,3668,176,3492,75,3.88,68,88,1,1,137,87,67,26,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4168915856462203,https://www.facebook.com/habitatmatthews/posts/4168915856462203,We tried to think of just a few words to describe how great our volunteers are - but we couldn't narrow down the list! #NationalVolunteerWeek,Video,,,4/19/21 12:07 PM, ,112,112,0,131,131,0,5,4.46,2,2,0,0,98,78,0,0,4,2,2,0,0,22,31,0,0,2986,18000
386724564681370_4159657834054672,https://www.facebook.com/habitatmatthews/posts/4159657834054672,"Today marks the first day of 2021's #NationalVolunteerWeek, an opportunity for us to recognize the impact of volunteer service on our organization and our volunteers' power to tackle one of society’s greatest challenges: affordable housing. All week long, we will be honoring and thanking the hard work that our volunteers put into our mission, and we hope you will join us, both in person and virtually, in extending your gratitude for all of the work that our volunteers do! 💙💚💙💚💙💚",Photo,,,4/18/21 7:56 AM, ,78,78,0,81,81,0,3,3.85,0,0,0,0,77,74,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4160259327327856,https://www.facebook.com/habitatmatthews/posts/4160259327327856,"From giving families a safe and stable place to shelter at home to planning for the future, a Greater Matthews Habitat for Humanity home or home repair makes life's important moments, both big and small, possible.",Link,,,4/17/21 2:49 PM, ,66,66,0,71,71,0,2,3.03,0,0,0,0,66,61,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4159848537368935,https://www.facebook.com/habitatmatthews/posts/4159848537368935,"From witnessing first steps to celebrating graduations, owning a Greater Matthews Habitat for Humanity home makes many of life’s special moments possible for more families every day. Help unlock a family’s future by supporting Habitat today. #HomeIsTheKey",Video,,,4/17/21 9:55 AM, ,92,92,0,99,99,0,8,8.70,4,4,0,0,82,75,0,0,7,1,1,0,0,19,20,0,0,2723,18411
386724564681370_4159636937390095,https://www.facebook.com/habitatmatthews/posts/4159636937390095,"Purpose Built Communities, a group trying to improve the health outcomes for African Americans by investing in Black neighborhoods, determined that there were three key pillars to improving health disparities: community wellness and community health, education, and access to affordable housing.   Former Atlanta Mayor Shirley Franklin and previous board chair of Purpose Built Communities explained, “Let me give you an example of a study that was done years ago, where they took African Americans who lived in public housing and randomly, by the flip of a coin, some of them remain in public housing, and some of them were given a voucher where they could go and find housing in areas of lower levels of poverty than where they currently were,” he tells Whitaker. “Research shows 10 to 15 years later those African Americans who moved to a better neighborhood had lower rates of obesity-- and lower diabetes risk. No health intervention. You just changed their neighborhood.”",Link,,,4/16/21 7:25 AM, ,57,57,0,58,58,0,0,0.00,0,0,0,0,51,50,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_4153764434644012,https://www.facebook.com/habitatmatthews/posts/4153764434644012,"The new classroom. The office. The restaurant. The gym. The refuge.  Over the last year, homes have become so much more than the place where families lay their heads at night. Home has been the first line of defense against the pandemic, and the center of our lives. #HomeIsTheKey",Photo,,,4/15/21 8:41 AM, ,87,87,0,88,88,0,0,0.00,0,0,0,0,82,81,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_4153727621314360,https://www.facebook.com/habitatmatthews/posts/4153727621314360,Habitat for Humanity’s Home is the Key campaign celebrates the moments that make a house a home in a year where home was never more important. #HomeIsTheKey  https://www.youtube.com/watch?v=z9spGhp2KPE,Link,,,4/14/21 8:01 AM, ,68,68,0,71,71,0,2,2.94,0,0,0,0,62,59,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4133419943345128,https://www.facebook.com/habitatmatthews/posts/4133419943345128,"For many, a Habitat home provides the backdrop for many of life’s special moments. Moments that would not have been possible without the stability and security of homeownership. Learn more at greatermatthewshabitat.org/whyhousing. #HomeIsTheKey",Photo,,,4/13/21 9:46 AM, ,60,60,0,63,63,0,1,1.67,0,0,0,0,57,54,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4133528446667611,https://www.facebook.com/habitatmatthews/posts/4133528446667611,"At Greater Matthews Habitat for Humanity, we believe that the moments that families experience together at their home —both small and large —are the key to a family's strength and stability. Help unlock a family’s future by supporting Habitat today at gmhfh.org/give  #HomeIsTheKey",Photo,,,4/13/21 8:47 AM, ,64,64,0,66,66,0,2,3.13,0,0,0,0,61,59,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4133515900002199,https://www.facebook.com/habitatmatthews/posts/4133515900002199,"""A home should be a stockade, a refuge from the flaming arrows of anxiety, tension, and worry.""  - Wilfred Peterson  #HomeIsTheKey #MotivationMonday",Photo,,,4/12/21 7:08 AM, ,65,65,0,66,66,0,3,4.62,0,0,0,0,59,58,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4133391826681273,https://www.facebook.com/habitatmatthews/posts/4133391826681273,"Now more than ever, families need the security and stability of a decent home that they can afford. The uncertainty so many of us feel today, far too many families have felt for a lifetime — if not generations.  Each April, Habitat for Humanity International launches our nation-wide Home is the Key campaign to remind us all of the importance of home and draws on the strength and support of you — Habitat’s tremendous community — to anticipate the time when, together, we can help even more families know the strong foundation that a Habitat home can provide.",Video,,,4/11/21 6:32 AM, ,556,68,486,700,77,623,86,15.47,84,93,0,0,294,174,223,115,24,5,5,316,365,16,20,379,459,7199,10581
386724564681370_4132988650054924,https://www.facebook.com/habitatmatthews/posts/4132988650054924,"At home and around the world, Habitat for Humanity works to ensure that everyone has a decent and affordable place to call home. The majority of housing stock in developing countries is self-built. In fact, research shows that between 50% to 90% of houses are built under an owner-driven construction model, whereby homeowners undertake the building of their homes themselves.  In order to understand the needs of low-income home builders, the Terwilliger Center for Innovation in Shelter, a unit of Habitat for Humanity that works with housing market actors to expand innovative and client-responsive services, developed the Housing Quality Assessment Tool for MFIs. The tool collects data on objective indicators, such as a home’s workmanship, disaster readiness, access to services and structure, producing a construction score out of 100. https://nextbillion.net/loans-for-homes-assessment-microfinance/",Link,,,4/7/21 9:08 AM, ,72,72,0,75,75,0,0,0.00,0,0,0,0,71,68,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_4131001420253647,https://www.facebook.com/habitatmatthews/posts/4131001420253647,"We ❤️ this and couldn’t have said it better ourselves! 🔨⏰  Repost @habitatforhumanity  At Habitat, hammer time doesn’t mean stop because we’re only just getting started. We look forward to when we can safely raise hammers again together, but until then, we remain thankful for all of our Habitat homeowners, volunteers, advocates and donors.",Photo,,,4/6/21 3:31 PM, ,103,103,0,104,104,0,1,0.97,0,0,0,0,98,97,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4126718144015308,https://www.facebook.com/habitatmatthews/posts/4126718144015308,"“The way I see it, if you want the rainbow, you gotta put up with the rain.” - Dolly Parton #MotivationMonday",Photo,,,4/5/21 7:54 AM, ,99,99,0,102,102,0,5,5.05,1,2,0,0,96,93,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4092794074074382,https://www.facebook.com/habitatmatthews/posts/4092794074074382,Happy Easter from our family to yours!,Photo,,,4/4/21 6:18 AM, ,89,89,0,93,93,0,2,2.25,1,1,0,0,88,84,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4113045045382618,https://www.facebook.com/habitatmatthews/posts/4113045045382618,"An Easter Message from Habitat for Humanity International CEO, Jonathan Reckford.",Video,,,4/1/21 11:04 AM, ,91,91,0,100,100,0,9,9.89,4,4,0,0,92,84,0,0,9,0,0,0,0,33,36,0,0,4784,283285
386724564681370_4105954416091681,https://www.facebook.com/habitatmatthews/posts/4105954416091681,"We are incredibly proud of our President & CEO, Natisha Rivera-Patrick, for completing her certificate in Diversity & Inclusion from Cornell University!",Photo,,,3/30/21 7:23 AM, ,286,286,0,297,297,0,25,8.74,5,9,0,0,241,233,0,0,24,0,0,0,0,0,0,0,0,0,0
386724564681370_4102776846409438,https://www.facebook.com/habitatmatthews/posts/4102776846409438,Just a reminder that our office and our Greater Matthews Habitat for Humanity ReStore will be closed on Friday this week for Good Friday.,Photo,,,3/29/21 8:30 AM, ,108,108,0,116,116,0,2,1.85,0,0,0,0,91,86,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4092440317443091,https://www.facebook.com/habitatmatthews/posts/4092440317443091,"Asserting that housing is a vital part of the nation’s infrastructure, Habitat for Humanity International and more than 560 local Habitat organizations are calling on congressional leaders to commit to major investments in housing production, neighborhood revitalization, and housing equity as they consider infrastructure spending.  https://www.habitat.org/newsroom/2021/habitat-humanity-congress-fund-housing-investments-part-national-infrastructure",Photo,,,3/26/21 7:28 AM, ,87,87,0,92,92,0,2,2.30,0,0,0,0,72,68,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4089909144362875,https://www.facebook.com/habitatmatthews/posts/4089909144362875,"1 in 7 households in the U.S. pay half or more of their income on a place to live, an issue only heightened by the COVID-19 pandemic. Through our interactive Cost of Home experience, you can walk through the decisions a household must make as they work to cover all their other costs. Could you make it work?",Link,,,3/25/21 11:05 AM, ,92,92,0,96,96,0,6,6.52,2,2,0,0,77,73,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4087203917966731,https://www.facebook.com/habitatmatthews/posts/4087203917966731,"It’s the story of kids playing in their own yard while mom or dad cooks in their own kitchen. It’s the story of everyday security and dreams for the future. It’s the story of an affordable home a family built themselves with help from Greater Matthews Habitat for Humanity, volunteers, and neighbors like you. By supporting our Greater Matthews Habitat for Humanity ReStore, you can star in that story!",Link,,,3/24/21 12:13 PM, ,96,96,0,100,100,0,4,4.17,2,2,0,0,77,73,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4083762151644241,https://www.facebook.com/habitatmatthews/posts/4083762151644241,"As part of Women's History Month, our friends at Mount Moriah Missionary Baptist Church honored our President & CEO, Natisha Rivera-Patrick, alongside three other strong and accomplished women, with a Pastor's Appreciation at their service this past Sunday. Natisha was selected for her leadership with Habitat, the Matthews Affordable Housing Alliance, and the Town of Matthews, NC's Cultural and Diversity Committee. ❤️ Thank you Pastor Whitley and your congregation for recognizing all of her hard work!",Photo,,,3/23/21 6:50 AM, ,689,689,0,755,755,0,60,8.71,24,34,0,0,279,260,0,0,38,0,0,0,0,0,0,0,0,0,0
386724564681370_4064105343609922,https://www.facebook.com/habitatmatthews/posts/4064105343609922,"""All gardeners live in beautiful places because they make them so.""  - Joseph Joubert",Photo,,,3/22/21 7:08 AM, ,90,90,0,95,95,0,3,3.33,0,0,0,0,79,75,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4073977515956038,https://www.facebook.com/habitatmatthews/posts/4073977515956038,"New data from the National Low Income Housing Coalition shows the Charlotte metro area has just 38 affordable and available units for every 100 households earning up to 30% of the area median income, which is about $25,000 for a family of four.  Read more here: https://www.charlotteobserver.com/news/local/article250028919.html#storylink=cpy https://www.charlotteobserver.com/news/local/article250028919.html",Link,,,3/20/21 4:47 AM, ,86,86,0,91,91,0,3,3.49,2,2,0,0,75,70,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4073164432704013,https://www.facebook.com/habitatmatthews/posts/4073164432704013,Housing inequality is a primary culprit behind the large racial wealth gap between Black and white households in the U.S.  Mobilizing public and political will to craft and implement remedies necessary for a more just future is critical to rectifying the years of unjust housing policies that continue to impact families today.,Link,,,3/19/21 6:48 AM, ,85,85,0,90,90,0,7,8.24,4,4,0,0,69,66,0,0,7,0,0,0,0,0,0,0,0,0,0
386724564681370_4067708309916292,https://www.facebook.com/habitatmatthews/posts/4067708309916292,@habitatforhumanity A full statement from our CEO Jonathan Reckford can be found here: habitat.org/newsroom/2021/habitat-ceo-stop-aapi-hate,Photo,,,3/17/21 1:01 PM, ,79,79,0,82,82,0,5,6.33,0,0,0,0,66,63,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4066855926668197,https://www.facebook.com/habitatmatthews/posts/4066855926668197,Our office and our Greater Matthews Habitat for Humanity ReStore were visited by our very own Liz the Leprechaun this morning! 💚💚💚,Photo,,,3/17/21 6:54 AM, ,125,125,0,135,135,0,11,8.80,1,2,0,0,112,104,0,0,11,0,0,0,0,0,0,0,0,0,0
386724564681370_4066711050016018,https://www.facebook.com/habitatmatthews/posts/4066711050016018,🍀💚🍀💚🍀💚,Photo,,,3/17/21 5:44 AM, ,73,73,0,75,75,0,4,5.48,0,0,0,0,61,59,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4063978040289319,https://www.facebook.com/habitatmatthews/posts/4063978040289319,"“Be the reason someone smiles. Be the reason someone feels loved and believes in the goodness in people.”  - Roy T. Bennett, The Light in the Heart",Photo,,,3/16/21 9:02 AM, ,84,84,0,86,86,0,3,3.57,0,0,0,0,72,70,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4055948661092257,https://www.facebook.com/habitatmatthews/posts/4055948661092257,"Congratulations to our President & CEO, Natisha Rivera-Patrick, on being named one of the 100 Powerful Women in Matthews by the Matthews-Mint Hill Weekly! 🥳🥳🥳  https://www.thecharlotteweekly.com/mmhweekly/100-powerful-women-in-matthews-mint-hill/article_aa2af93c-8339-11eb-9615-4f16a383dc1d.html",Link,,,3/13/21 7:47 AM, ,272,272,0,278,278,0,32,11.76,23,25,0,0,222,217,0,0,28,0,0,0,0,0,0,0,0,0,0
386724564681370_4053578507995939,https://www.facebook.com/habitatmatthews/posts/4053578507995939,"Habitat's work changes lives: those families in our community who build new homes and repair their existing ones and those who volunteer, donate and advocate alongside them.",Photo,,,3/13/21 7:06 AM, ,81,81,0,82,82,0,3,3.70,1,1,0,0,69,68,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4052923574728099,https://www.facebook.com/habitatmatthews/posts/4052923574728099,"One year ago today, was the last ""normal"" day in our offices that our team would have for a while - before temporarily suspending the operations of our Greater Matthews Habitat for Humanity ReStore and moving to remote work. As our nation, and our world reflects back on the last 365 days, these words from #RabbiJaclynCohen in her article ""A very Jewish way to mark the one-year anniversary of the pandemic"" are particularly resonating in all the ways COVID-19 has changed us - for both the good and the bad.",Photo,,,3/12/21 6:58 AM, ,104,104,0,107,107,0,5,4.81,1,2,0,0,93,91,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4050215741665549,https://www.facebook.com/habitatmatthews/posts/4050215741665549,"Habitat for Humanity is applauding Congress for responding to its call for emergency mortgage assistance for low-income homeowners. The House and Senate included nearly $10 billion in mortgage payment support in the American Rescue Plan Act of 2021, which now moves to the president’s desk for signature. https://www.habitat.org/newsroom/2021/congress-answers-habitats-call-providing-nearly-10-billion-emergency-mortgage-payment",Photo,,,3/11/21 6:10 AM, ,75,75,0,77,77,0,2,2.67,0,0,0,0,62,60,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4047533431933780,https://www.facebook.com/habitatmatthews/posts/4047533431933780,"By building a safe and affordable Habitat home, women like Marie have also built a strong foundation to help them make their dreams a reality. That’s exactly why we continue to work toward our vision of a world where everyone has a safe and decent place to live. #WomenBuild #BuildHer  https://www.greatermatthewshabitat.org/post/women-builds-change-lives",Link,,,3/10/21 5:59 AM, ,81,81,0,82,82,0,2,2.47,0,0,0,0,68,67,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4045146785505778,https://www.facebook.com/habitatmatthews/posts/4045146785505778,"Yesterday, was #InternationalWomensDay, and the first day of Habitat for Humanity's International #WomenBuildWeek. While we can't be together physically to celebrate the amazing power of women, we plan to use our voices this week to help raise awareness of the challenges women face in accessing safe, affordable housing. 💟",Photo,,,3/9/21 7:34 AM, ,116,116,0,117,117,0,3,2.59,0,0,0,0,93,92,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4042391259114664,https://www.facebook.com/habitatmatthews/posts/4042391259114664,"Today is #InternationalWomensDay2021 - a global day celebrating the social, economic, cultural, and political achievements of women. This year's theme is #ChooseToChallenge. A challenged world is an alert world. Individually, we're all responsible for our own thoughts and actions - all day, every day.  We can all choose to challenge and call out gender bias and inequality. We can all choose to seek out and celebrate women's achievements. Collectively, we can all help create an inclusive world.",Photo,,,3/8/21 6:57 AM, ,144,144,0,146,146,0,2,1.39,0,0,0,0,95,94,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4037172409636549,https://www.facebook.com/habitatmatthews/posts/4037172409636549,"Together, #HabitatforHumanity has a presence in 70 countries around the world, and all 50 states. Our work might look a little different- based on the local needs, style, climates, and available materials - but the elements that make a house a “home” are universal. ❤️",Photo,,,3/6/21 6:44 AM, ,94,94,0,100,100,0,3,3.19,1,1,0,0,84,78,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4035277219826068,https://www.facebook.com/habitatmatthews/posts/4035277219826068,❤️❤️❤️,Photo,,,3/5/21 11:59 AM, ,91,91,0,94,94,0,2,2.20,0,0,0,0,80,77,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4027454647274992,https://www.facebook.com/habitatmatthews/posts/4027454647274992,We are safer at home. The best way to protect ourselves and others is to stay home. We've been hearing that over and over the past few months. But what if your home has critical repair needs that are making you sick? What if your home is overcrowded? What if you can't afford your home because you haven't been able to work?  https://www.greatermatthewshabitat.org/post/safer-at-home,Photo,,,3/3/21 7:46 AM, ,98,98,0,101,101,0,3,3.06,0,0,0,0,84,81,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4027400280613762,https://www.facebook.com/habitatmatthews/posts/4027400280613762,"We are beyond excited to welcome BACK our former Homeowner Services Coordinator, Liz, who left us a few years ago and is now returning to our staff as our new Volunteer Coordinator! We are so happy to have her back! 💙",Video,,,3/2/21 10:16 AM, ,144,144,0,163,163,0,18,12.50,10,14,0,0,129,110,0,0,17,42,50,0,0,60,71,0,0,6118,5667
386724564681370_4025115530842237,https://www.facebook.com/habitatmatthews/posts/4025115530842237,"At Habitat, we know that when we build, it isn't just the homeowner's lives that are changed. #MotivationMonday",Photo,,,3/1/21 11:53 AM, ,105,105,0,109,109,0,1,0.95,0,0,0,0,91,87,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4015073878513069,https://www.facebook.com/habitatmatthews/posts/4015073878513069,"It was 1942, and on the outskirts of the rural South Georgia town of Americus, a radical experiment began. The farm was called Koinonia, and it was to be a first-century version of Christian living in a 20th-century context. It would be a place where everyone — no matter race, gender, or wealth — would be welcomed. The guiding principle would be the New Testament concept of koinonia: fellowship, sharing communion.",Link,,,2/26/21 9:22 AM, ,103,103,0,106,106,0,3,2.91,1,1,0,0,87,84,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4010229205664203,https://www.facebook.com/habitatmatthews/posts/4010229205664203,1. Call or start the process online. 2. Arrange towing. 3. Receive your tax receipt! ✅ Learn more: https://bit.ly/35jq3Kn,Photo,,,2/25/21 5:51 AM, ,82,82,0,85,85,0,1,1.22,0,0,0,0,69,66,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4007534452600345,https://www.facebook.com/habitatmatthews/posts/4007534452600345,#WednesdayWisdom: This evidence brief showcases how homeownership can be a catalyst to wealth building for low-income households and households of color. Check out the highlights and download the full document. http://habitat.ngo/wealthbuilding,Link,,,2/24/21 6:34 PM, ,96,96,0,101,101,0,2,2.08,1,2,0,0,85,80,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4001260819894375,https://www.facebook.com/habitatmatthews/posts/4001260819894375,"One of the largest, if not the largest, single factor contributing to the widening wealth gap between whites and people of color in the United States is homeownership. Generations of discriminatory housing policy and lending practices have embedded segregation and inequality in America. We need to identify and rectify policies that disadvantage households of color, particularly Black households, and craft new solutions that can narrow our racial divides.",Photo,,,2/23/21 12:33 PM, ,91,91,0,95,95,0,2,2.20,0,0,0,0,81,77,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_3998353883518402,https://www.facebook.com/habitatmatthews/posts/3998353883518402,"In his  2013 commencement speech to Syracuse University, George Saunders reminded graduates that being kind is HARD - that sometimes we get in our own way. But that if we actively seek to err on the side of kindness in the things that we do, we are unlikely to regret doing so. #MotivationMonday",Photo,,,2/22/21 11:37 AM, ,151,151,0,156,156,0,2,1.32,0,0,0,0,96,93,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_3990295694324221,https://www.facebook.com/habitatmatthews/posts/3990295694324221,"You knew that we build houses, but did you know we also take them apart? Our Greater Matthews Habitat for Humanity ReStore has a deconstruction program where they carefully remove kitchen cabinets, counter-tops, and appliances prior to a remodel. Your items are then sold in our ReStore to help build more affordable housing in our community.  Decon also helps prevent thousands of pounds of removed cabinets, countertops, and more from ending up in a landfill!",Link,,,2/19/21 11:27 AM, ,129,129,0,135,135,0,10,7.75,4,6,0,0,119,113,0,0,10,0,0,0,0,0,0,0,0,0,0
386724564681370_3985555348131589,https://www.facebook.com/habitatmatthews/posts/3985555348131589,"From WCNC Charlotte: “Charlotte city leaders estimate 55,000 people -- nearly three-quarters of Bank of America Stadium's capacity, don't have an affordable place to live.”",Link,,,2/17/21 4:51 PM, ,119,119,0,123,123,0,2,1.68,2,2,0,0,98,95,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_3981822858504838,https://www.facebook.com/habitatmatthews/posts/3981822858504838,"Looking for a way to give back? Donate your car, running or not, and help build homes: https://www.habitat.org/support/donate-your-car #carsforhomes",Photo,,,2/16/21 5:52 AM, ,124,124,0,129,129,0,4,3.23,1,1,0,0,106,101,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_3979541178733006,https://www.facebook.com/habitatmatthews/posts/3979541178733006,On #PresidentsDay we celebrate five individuals that have served as U.S. Presidents and supported #HabitatforHumanity’s mission.,Photo,,,2/15/21 7:50 AM, ,337,337,0,345,345,0,19,5.64,5,5,0,0,311,305,0,0,17,0,0,0,0,0,0,0,0,0,0
386724564681370_3969343533086104,https://www.facebook.com/habitatmatthews/posts/3969343533086104,Happy Valentine's Day!,Photo,,,2/14/21 6:39 AM, ,100,100,0,107,107,0,2,2.00,0,0,0,0,88,81,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_3966512256702565,https://www.facebook.com/habitatmatthews/posts/3966512256702565,"Great words of wisdom from #HabitatontheHill speaker, Professor John Powell, about the role housing plays in opportunity.",Photo,,,2/13/21 7:04 AM, ,100,100,0,105,105,0,1,1.00,0,0,0,0,82,78,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_3968966386457152,https://www.facebook.com/habitatmatthews/posts/3968966386457152,How can you use your power to make the world a better place? #CostOfHome #HabitatontheHill #YamicheAlcindor,Photo,,,2/12/21 7:25 AM, ,99,99,0,108,108,0,1,1.01,0,0,0,0,85,78,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_3966374343383023,https://www.facebook.com/habitatmatthews/posts/3966374343383023,"Senator Thom Tillis, Senator Richard Burr Today, we unite with advocates at #HabitatontheHill to ask you to support legislation that ensures home affordability —including investing in mortgage assistance for low-income homeowners at risk of foreclosure due to the pandemic. #HabitatontheHill #CostOfHome",Photo,,,2/11/21 11:49 AM, ,124,124,0,132,132,0,7,5.65,0,0,0,0,113,106,0,0,6,0,0,0,0,0,0,0,0,0,0
386724564681370_3966358293384628,https://www.facebook.com/habitatmatthews/posts/3966358293384628,"Before the pandemic, 1 in 7 U.S. households were paying half or more of their income on housing. COVID-19 and its economic impact have only worsened the home affordability crisis. And, we know that the disparate impact of the pandemic on communities of color will only widen the homeownership gap and perpetuate segregation of neighborhoods and resources. Unless we do something about it. #HabitatontheHill #CostOfHome",Photo,,,2/11/21 8:44 AM, ,94,94,0,101,101,0,1,1.06,0,0,0,0,81,76,0,0,1,0,0,0,0,0,0,0,0,0,0
